time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.x_com,.xd_com,.dtheta,.x,.y,.ux,.uy,.heading,.flag
2023/12/06/18:41:16.652615,87,0,0,,0.17367166691626706,0.5488833409901392,0.344655185021895,10.914971756587159,7.0183347996856185,0.0,0.0,0.0,0
2023/12/06/18:41:17.050491,88,0,0,,0.17843656670227856,0.5508251170847521,0.33447727632508867,11.053776720383713,7.061499855488607,0.0,0.0,0.0,0
2023/12/06/18:41:17.448671,89,0,0,,0.1777931445795731,0.547207825093369,0.3406948645543221,11.19402404560968,7.107551823841868,0.0,0.0,0.0,0
2023/12/06/18:41:17.846847,90,0,0,,0.17802311049377237,0.5489854716253381,0.3502657143220913,11.331345591399343,7.146109233272062,0.0,0.0,0.0,0
2023/12/06/18:41:18.246610,91,0,0,,0.16252745720864012,0.5082731314460153,0.3305947688925072,11.41844008635126,7.184587476802681,0.0,0.0,0.0,0
2023/12/06/18:41:18.644382,92,0,0,,0.1487872910745958,0.46555580927583873,0.33333689214690115,11.49577292566045,7.213853853202357,0.0,0.0,0.0,0
2023/12/06/18:41:19.042951,93,0,0,,0.15611149992604786,0.471310621680634,0.3279424027326925,11.60870231916489,7.246360597130812,0.0,0.0,0.0,0
2023/12/06/18:41:19.442076,94,0,0,,0.16616201264651123,0.4744791632484965,0.33297327006323,11.743879834918928,7.2957840460241545,0.0,0.0,0.0,0
2023/12/06/18:41:19.839877,95,0,0,,0.159184899251314,0.4209856188560203,0.30595375708715206,11.894321455162634,7.3478143357418695,0.0,0.0,0.0,0
2023/12/06/18:41:20.237695,96,0,0,,0.12387124916073904,0.31100064806854194,0.3193046597375261,11.826986949107585,7.3262468152876385,0.0,0.0,0.0,0
2023/12/06/18:41:20.635276,97,0,0,,0.090350368895367,0.19724839927496468,0.2847405334609705,11.912770468843778,7.3546083565991855,0.0,0.0,0.0,0
2023/12/06/18:41:21.034417,98,0,0,,0.04213798343482457,0.03979091998368972,0.2427316328791337,11.953211786747886,7.366445151476044,0.0,0.0,0.0,0
2023/12/06/18:41:21.431630,99,0,0,,0.12585626990979107,0.2859712840648708,0.25475693017600587,12.079979119018313,7.432451110168216,0.0,0.0,0.0,0
2023/12/06/18:41:21.830765,100,0,0,,0.10592767269867519,0.24061982357945771,0.27629944105113924,12.10892997770953,7.435511483091362,0.0,0.0,0.0,0
2023/12/06/18:41:22.228716,101,0,0,,0.06457306054675534,0.1226238123701672,0.20985004999482776,12.171053880604385,7.453126841091854,0.0,0.0,0.0,0
2023/12/06/18:41:22.626295,102,0,0,,0.12886275119144658,0.42854616543765234,0.33484246334106926,12.254235672009987,7.428310605689066,0.0,0.0,0.0,0
2023/12/06/18:41:23.023656,103,0,0,,0.15099052316330075,0.4208226915342254,0.2742751947327773,12.396840497254592,7.477929169776362,0.0,0.0,0.0,0
2023/12/06/18:41:23.422275,104,0,0,,0.079696547858048,0.2542618110333229,0.2907015691660837,12.277502973371943,7.380572261764974,0.0,0.0,0.0,0
