time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.x_com,.xd_com,.dtheta,.x,.y,.ux,.uy,.heading,.flag
2023/12/06/15:25:54.762140,13,0,0,,0.18257416176076435,0.6116556786596716,0.3438010460247353,1.2225305556189492,3.3728900075234662,0.0,0.0,0.0,0
2023/12/06/15:25:55.161130,14,0,0,,0.2,0.655176396497285,0.37796921500267283,1.3739699465994724,3.4384079272448953,0.0,0.0,0.0,0
2023/12/06/15:25:55.559504,15,0,0,,0.1997809079327076,0.6527810801850247,0.3651525900961654,1.5323579362668882,3.491704453070561,0.0,0.0,0.0,0
2023/12/06/15:25:55.957668,16,0,0,,0.18338680918890693,0.610033149579504,0.36110166891332474,1.6615455619150066,3.5315126772952485,0.0,0.0,0.0,0
2023/12/06/15:25:56.356886,17,0,0,,0.17464165252541222,0.5928467527860563,0.36633222769531076,1.758192362346896,3.583438098109327,0.0,0.0,0.0,0
2023/12/06/15:25:56.757637,18,0,0,,0.18768599204238334,0.6200438994418754,0.35226348587136236,1.901499769412404,3.6531107751573892,0.0,0.0,0.0,0
2023/12/06/15:25:57.151833,19,0,0,,0.19329618305580418,0.6311888983726827,0.3470647190297555,2.0500492485266633,3.7154621334517954,0.0,0.0,0.0,0
2023/12/06/15:25:57.550589,20,0,0,,0.17541527539172858,0.5959971289108978,0.359478842142354,2.136313530838131,3.729149890659784,0.0,0.0,0.0,0
2023/12/06/15:25:57.949201,21,0,0,,0.17978127407561684,0.609845471580619,0.366030463796553,2.2498004345978044,3.757608497719317,0.0,0.0,0.0,0
2023/12/06/15:25:58.347031,22,0,0,,0.19672129651073092,0.6455970105293198,0.3666331412194878,2.406932551675817,3.8126211181449405,0.0,0.0,0.0,0
2023/12/06/15:25:58.746214,23,0,0,,0.1877594247469211,0.619315353232771,0.372468326317441,2.5446680264062413,3.861341677311129,0.0,0.0,0.0,0
2023/12/06/15:25:59.145103,24,0,0,,0.18973878628869975,0.6271302298221932,0.36263870926666136,2.695355950493552,3.915993625778779,0.0,0.0,0.0,0
2023/12/06/15:25:59.544130,25,0,0,,0.194888825720185,0.6315168580270167,0.35712149752002564,2.850504576861517,3.9789521078375634,0.0,0.0,0.0,0
2023/12/06/15:25:59.942425,26,0,0,,0.1874518475716732,0.6108381016039353,0.3643382157436506,2.992297613791641,4.031341105237353,0.0,0.0,0.0,0
2023/12/06/15:26:00.340325,27,0,0,,0.18120761826102524,0.5926923333010605,0.3660484099056805,3.128232079308509,4.082859300122861,0.0,0.0,0.0,0
2023/12/06/15:26:00.738499,28,0,0,,0.18068689821255435,0.5872862892790225,0.37278707173482806,3.2616439315093544,4.122535527273179,0.0,0.0,0.0,0
2023/12/06/15:26:01.136533,29,0,0,,0.18453966511522568,0.5949430279889223,0.38453107710765544,3.4096553485416883,4.167876161248041,0.0,0.0,0.0,0
2023/12/06/15:26:01.534589,30,0,0,,0.17227564268604656,0.5634371080662361,0.3850167734000346,3.514040512265531,4.182711275892069,0.0,0.0,0.0,0
2023/12/06/15:26:01.931956,31,0,0,,0.17406596460496898,0.5674089249106066,0.38348432269555466,3.652307960598583,4.212409599106166,0.0,0.0,0.0,0
2023/12/06/15:26:02.330696,32,0,0,,0.18556836784390854,0.591922706902225,0.40174808785726374,3.800596368277226,4.261701223692422,0.0,0.0,0.0,0
2023/12/06/15:26:02.728396,33,0,0,,0.1640612604419797,0.5342970278563325,0.3941625236114151,3.8746570980443793,4.3013118003763315,0.0,0.0,0.0,0
2023/12/06/15:26:03.125817,34,0,0,,0.1641453100840115,0.5371691482533327,0.37917972854355186,3.9950779679121955,4.3660383751551,0.0,0.0,0.0,0
2023/12/06/15:26:03.488297,35,0,0,,0.18738823527502307,0.5974541403560187,0.3743946541048346,4.151662526435828,4.434296289079913,0.0,0.0,0.0,0
2023/12/06/15:26:03.885482,36,0,0,,0.16909881658438897,0.5586068556355834,0.3877924367876335,4.193498418714432,4.433656122111985,0.0,0.0,0.0,0
2023/12/06/15:26:04.283249,37,0,0,,0.18269084617489384,0.5885945739984733,0.3978959833339477,4.288869969336937,4.444399852021867,0.0,0.0,0.0,0
2023/12/06/15:26:04.681923,38,0,0,,0.16772825930906612,0.5510108243759091,0.4258422723772003,4.392641901822066,4.454806186869535,0.0,0.0,0.0,0
2023/12/06/15:26:05.079733,39,0,0,,0.16760723080373802,0.5460924821833555,0.43269361552018104,4.5195428507785556,4.479749625105406,0.0,0.0,0.0,0
2023/12/06/15:26:05.477585,40,0,0,,0.18309499736160648,0.5818993034113752,0.422617400371622,4.6653648039716655,4.535188177118687,0.0,0.0,0.0,0
2023/12/06/15:26:05.875450,41,0,0,,0.18912048324871283,0.5922598995204622,0.40503427748761045,4.819486565563165,4.598939521896468,0.0,0.0,0.0,0
2023/12/06/15:26:06.272647,42,0,0,,0.16692519279051088,0.5359565609811168,0.3923051682019179,4.935464701063609,4.636061221646495,0.0,0.0,0.0,0
2023/12/06/15:26:06.670708,43,0,0,,0.1708174065439573,0.5583091614191301,0.38950458858247367,5.044191683644152,4.6934649018744,0.0,0.0,0.0,0
2023/12/06/15:26:07.068228,44,0,0,,0.18812002099909253,0.6123500568365228,0.367843325578486,5.191092535633525,4.76848092568399,0.0,0.0,0.0,0
2023/12/06/15:26:07.466579,45,0,0,,0.17251196497188795,0.5755401301395334,0.3596413758882997,5.263041369060066,4.8234777702020875,0.0,0.0,0.0,0
2023/12/06/15:26:07.864035,46,0,0,,0.17316211977506873,0.5766554780171871,0.3466145365715906,5.37163614418128,4.889456225115368,0.0,0.0,0.0,0
2023/12/06/15:26:08.262480,47,0,0,,0.19873786639583857,0.6357867794286922,0.3378622760369132,5.541158701324098,4.9506546785300305,0.0,0.0,0.0,0
2023/12/06/15:26:08.623859,48,0,0,,0.2,0.48927572002496267,0.3319965844617537,5.729851788596468,5.016948876575172,0.0,0.0,0.0,0
2023/12/06/15:26:09.022160,49,0,0,,0.17190530847381896,0.5769090222807358,0.3422109036491052,5.721650366383783,5.0129103201552345,0.0,0.0,0.0,0
2023/12/06/15:26:09.420547,50,0,0,,0.176547264148539,0.5976619905855286,0.35506056346698256,5.7731220655301145,5.046860541384089,0.0,0.0,0.0,0
2023/12/06/15:26:09.818537,51,0,0,,0.18337212653999233,0.610348927885881,0.34216672006052984,5.90938566682121,5.080762335278306,0.0,0.0,0.0,0
2023/12/06/15:26:10.216669,52,0,0,,0.16722622133805284,0.5731313694515783,0.3474260801354746,5.966631556507947,5.077465949011821,0.0,0.0,0.0,0
2023/12/06/15:26:10.630369,53,0,0,,0.1738495538605327,0.5892416995095481,0.35723390570821506,6.046796901815812,5.086176287787344,0.0,0.0,0.0,0
2023/12/06/15:26:10.978666,54,0,0,,0.18822524115054728,0.6183564159557609,0.3582737035800162,6.197442741114562,5.128802949823035,0.0,0.0,0.0,0
2023/12/06/15:26:11.376627,55,0,0,,0.17423396415980938,0.5827462625546384,0.3506704091101692,6.291348402833983,5.170312117256099,0.0,0.0,0.0,0
2023/12/06/15:26:11.774595,56,0,0,,0.1715723346486025,0.5812352674606265,0.3692291109608296,6.358026684308519,5.195171961603539,0.0,0.0,0.0,0
2023/12/06/15:26:12.173431,57,0,0,,0.18443945665512954,0.6109562466284115,0.35471431519648267,6.482911343004788,5.228217976957614,0.0,0.0,0.0,0
2023/12/06/15:26:12.572237,58,0,0,,0.19871828698594743,0.5068961903362422,0.34635717455337306,6.669258572438743,5.297237305155723,0.0,0.0,0.0,0
2023/12/06/15:26:12.970560,59,0,0,,0.18131387216926767,0.6070988387029609,0.33965783392886406,6.606464499632555,5.269605639162971,0.0,0.0,0.0,0
2023/12/06/15:26:13.368155,60,0,0,,0.1915689472323715,0.6169215808028282,0.35486194280234956,6.767908288633367,5.3243629806054615,0.0,0.0,0.0,0
2023/12/06/15:26:13.766599,61,0,0,,0.17930051703209232,0.5957755712344417,0.3467192681303481,7.038913854995197,5.411982164952885,0.0,0.0,0.0,0
2023/12/06/15:26:14.164444,62,0,0,,0.18510666037611315,0.6060758080795188,0.33370423100720537,7.181196510154764,5.46778425580339,0.0,0.0,0.0,0
2023/12/06/15:26:14.562125,63,0,0,,0.18740087319015775,0.6058923696257575,0.3320359086078231,7.321508779314863,5.528691596265551,0.0,0.0,0.0,0
2023/12/06/15:26:14.960493,64,0,0,,0.18121602838355574,0.5993220719683104,0.3330409683776068,7.442016007199017,5.561952469535498,0.0,0.0,0.0,0
2023/12/06/15:26:15.358819,65,0,0,,0.1860768029834634,0.6019929135162239,0.33776764902303025,7.593309782000996,5.606834045331932,0.0,0.0,0.0,0
2023/12/06/15:26:15.756947,66,0,0,,0.18793118268613496,0.6011539210610611,0.33766492289919714,7.742009522278848,5.659311958829971,0.0,0.0,0.0,0
2023/12/06/15:26:16.154557,67,0,0,,0.1752789426810243,0.5861502472164675,0.3330266405601864,7.832445515376232,5.712178167585784,0.0,0.0,0.0,0
2023/12/06/15:26:16.553072,68,0,0,,0.17991228764211906,0.5918615090802416,0.32633838917044367,7.967364283904963,5.781168904350348,0.0,0.0,0.0,0
2023/12/06/15:26:16.951259,69,0,0,,0.18210376209853107,0.5921710128313104,0.3211002180770985,8.092102829616826,5.835995967814828,0.0,0.0,0.0,0
2023/12/06/15:26:17.349936,70,0,0,,0.18422376721589595,0.5912803681359832,0.3267619314806824,8.23657239688743,5.896030327183053,0.0,0.0,0.0,0
2023/12/06/15:26:17.748351,71,0,0,,0.16793335676180948,0.5688176990802254,0.3219228777136815,8.30263427665014,5.938382601774696,0.0,0.0,0.0,0
2023/12/06/15:26:18.147635,72,0,0,,0.16748803509321902,0.5702483291966676,0.3323397991583121,8.368945656762996,5.968488545613199,0.0,0.0,0.0,0
2023/12/06/15:26:18.545156,73,0,0,,0.19082398736730677,0.5942085157669958,0.33344866432664133,8.556296997585177,5.99991398699099,0.0,0.0,0.0,0
2023/12/06/15:26:18.943963,74,0,0,,0.17232109348867203,0.577017919602623,0.33427832556093456,8.645307734999703,5.997495997720902,0.0,0.0,0.0,0
2023/12/06/15:26:19.340952,75,0,0,,0.16688395224461153,0.573462741107204,0.35091786266190017,8.717401309553178,6.015380253303667,0.0,0.0,0.0,0
2023/12/06/15:26:19.739281,76,0,0,,0.18734669793191164,0.5887598362260313,0.34654157576821976,8.860783016673583,6.085126371649614,0.0,0.0,0.0,0
2023/12/06/15:26:20.138609,77,0,0,,0.1829671188537116,0.5816584565711849,0.3170244638589492,8.975498682334624,6.146963238974615,0.0,0.0,0.0,0
2023/12/06/15:26:20.502074,78,0,0,,0.1636666795359748,0.5612893484118464,0.3169970816065898,9.069073711309821,6.19415643309642,0.0,0.0,0.0,0
2023/12/06/15:26:20.899695,79,0,0,,0.1619094015110355,0.565603037707045,0.31662620000779435,9.120811248938097,6.231722955059353,0.0,0.0,0.0,0
2023/12/06/15:26:21.297928,80,0,0,,0.18118949248014604,0.5791040640240901,0.2716710620608339,9.247543452367456,6.331790183442626,0.0,0.0,0.0,0
2023/12/06/15:26:21.697320,81,0,0,,0.18843923877970814,0.5807277580472571,0.2515051939609278,9.403087240487702,6.393192162317856,0.0,0.0,0.0,0
2023/12/06/15:26:22.094232,82,0,0,,0.18434596513942364,0.5750734830151079,0.304095724599225,9.550418533384391,6.42620100387424,0.0,0.0,0.0,0
2023/12/06/15:26:22.491930,83,0,0,,0.16686840831041255,0.5605711165661355,0.30071982172117256,9.645172186924867,6.452895852086896,0.0,0.0,0.0,0
2023/12/06/15:26:22.889991,84,0,0,,0.16307886793379414,0.5639246240628168,0.29253026760825523,9.71968331883656,6.4589241729796525,0.0,0.0,0.0,0
2023/12/06/15:26:23.287810,85,0,0,,0.18447569539032793,0.5798786177663929,0.34816707065860875,9.880413595601368,6.48170735763373,0.0,0.0,0.0,0
2023/12/06/15:26:23.685570,86,0,0,,0.18449178715083056,0.5748361832411092,0.3710703694327897,10.030561923447596,6.506733492227752,0.0,0.0,0.0,0
2023/12/06/15:26:24.084798,87,0,0,,0.17920804915749183,0.5677859236012507,0.35904804965051373,10.176875514568618,6.540590196266412,0.0,0.0,0.0,0
2023/12/06/15:26:24.482078,88,0,0,,0.18453299729933723,0.5701075363359716,0.3924201019888455,10.334899901435639,6.605515582697422,0.0,0.0,0.0,0
2023/12/06/15:26:24.879936,89,0,0,,0.16756039844674628,0.5540906565644542,0.38897919525724434,10.414469232863377,6.656388584646961,0.0,0.0,0.0,0
2023/12/06/15:26:25.277024,90,0,0,,0.17287210045421725,0.5579551248750516,0.3767543491506918,10.540602317392196,6.723884843999549,0.0,0.0,0.0,0
2023/12/06/15:26:25.675341,91,0,0,,0.17549014545590447,0.5571349977520623,0.3797772054327295,10.661194610617969,6.785792468561541,0.0,0.0,0.0,0
2023/12/06/15:26:26.074394,92,0,0,,0.17670893066779744,0.5552463025211427,0.37794109696657185,10.789803814532563,6.849067644239638,0.0,0.0,0.0,0
2023/12/06/15:26:26.471818,93,0,0,,0.16867367307615,0.5466749858863481,0.36859725952280326,10.881433590910092,6.900526539317813,0.0,0.0,0.0,0
2023/12/06/15:26:26.870063,94,0,0,,0.16915528348570205,0.5459765554263215,0.38049999213873226,11.000121670121809,6.94828019305547,0.0,0.0,0.0,0
2023/12/06/15:26:27.268466,95,0,0,,0.17263706623404002,0.546418704398535,0.391364037147452,11.134819084493401,6.990032673352976,0.0,0.0,0.0,0
2023/12/06/15:26:27.667095,96,0,0,,0.17398663458625477,0.5446568455947718,0.38635167871494064,11.264789640113268,7.028440161771986,0.0,0.0,0.0,0
2023/12/06/15:26:28.064939,97,0,0,,0.17059259990737052,0.5403260222259408,0.3826858645249848,11.387773948262357,7.081606529216826,0.0,0.0,0.0,0
2023/12/06/15:26:28.462568,98,0,0,,0.1624446998616056,0.5093214747640298,0.38255754455700763,11.501651205771218,7.125699239693644,0.0,0.0,0.0,0
2023/12/06/15:26:28.860803,99,0,0,,0.1720872558786761,0.514194344727628,0.38142121745841645,11.649603185358934,7.179015179753144,0.0,0.0,0.0,0
2023/12/06/15:26:29.258764,100,0,0,,0.15718372732340694,0.4496744884078065,0.37101379815269764,11.77387341252312,7.218383648673014,0.0,0.0,0.0,0
2023/12/06/15:26:29.657032,101,0,0,,0.15237093637830693,0.40745962409147,0.33827313135334813,11.915877070234513,7.2736273220609045,0.0,0.0,0.0,0
2023/12/06/15:26:30.055353,102,0,0,,0.14895505942584208,0.4060927209188382,0.35686627662262377,11.907659854062693,7.265322454354085,0.0,0.0,0.0,0
2023/12/06/15:26:30.454072,103,0,0,,0.12547778525533296,0.33223371152071435,0.3436472329133292,11.969445574149464,7.26444155212382,0.0,0.0,0.0,0
2023/12/06/15:26:30.851321,104,0,0,,0.11655891892378392,0.29646561274228816,0.31903638887004265,12.077316349476533,7.263385269573087,0.0,0.0,0.0,0
2023/12/06/15:26:31.249956,105,0,0,,0.11475874588640872,0.26720486971714125,0.3195745593186227,12.199722312117514,7.307696621588912,0.0,0.0,0.0,0
2023/12/06/15:26:31.648393,106,0,0,,0.11012766833291911,0.23591484664056933,0.27292536952716095,12.317099004430043,7.35572630520383,0.0,0.0,0.0,0
2023/12/06/15:26:32.046144,107,0,0,,0.05578475576561481,0.0778918297549469,0.1919961775939501,12.370818970328186,7.370763068145618,0.0,0.0,0.0,0
2023/12/06/15:26:32.433944,108,0,0,,0.0809938911837597,0.16523433942979202,0.23455243773236387,12.398190226846461,7.388089808760284,0.0,0.0,0.0,0
2023/12/06/15:26:32.796740,109,0,0,,0.040385689115970826,0.06194777692962162,0.1327685778306492,12.437469445495408,7.397478481900757,0.0,0.0,0.0,0
2023/12/06/15:26:33.195215,110,0,0,,0.07237529779800128,0.127626134348693,0.20545160857304182,12.481334124014541,7.424182451093053,0.0,0.0,0.0,0
2023/12/06/15:26:33.593774,111,0,0,,0.05604755631144566,0.07257615693325874,0.19123189252594322,12.546588598764794,7.440565396947359,0.0,0.0,0.0,0
2023/12/06/15:26:33.991945,112,0,0,,0.04344463308550673,0.03245025763723991,0.12770054253489832,12.595865336323953,7.456785634595646,0.0,0.0,0.0,0
2023/12/06/15:26:34.389951,113,0,0,,0.020378831143397225,-0.02525239684226337,0.12076870780108859,12.591547783849052,7.444697331091013,0.0,0.0,0.0,0
2023/12/06/15:26:34.788301,114,0,0,,0.024455667159204542,-0.013077758823606208,0.1015774669495439,12.621894488465323,7.432542536875921,0.0,0.0,0.0,0
2023/12/06/15:26:35.185936,115,0,0,,-0.013142001936408175,-0.09187590560976164,0.03312569127304815,12.61115101035054,7.4042538284962305,0.0,0.0,0.0,0
2023/12/06/15:26:35.584291,116,0,0,,0.009076111452940783,-0.03941885910985842,0.09267805905479687,12.664601663870723,7.371942458437184,0.0,0.0,0.0,0
2023/12/06/15:26:35.983068,117,0,0,,0.0029841267121631467,-0.056363793605408996,0.0972852144351816,12.687739567361536,7.352037137664608,0.0,0.0,0.0,0
